Account name,Customer ID,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
Cherry Godfrey Group,207-885-5773,[D]GSY_PLoans,Display,21/10/2024,GBP,5,16.3,"44,053",147
Cherry Godfrey Group,207-885-5773,[D]IOM_PLoans,Display,21/10/2024,GBP,5,5.5,"24,613",78
Cherry Godfrey Group,207-885-5773,[D]IOW_PLoans,Display,21/10/2024,GBP,5,5.2,"19,955",72
Cherry Godfrey Group,207-885-5773,[D]JSY_PLoans,Display,21/10/2024,GBP,5,5.5,"30,011",89
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,21/10/2024,GBP,5,1.91,70,4
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,21/10/2024,GBP,5,5.09,79,6
Cherry Godfrey Group,207-885-5773,[S]GSY_PLoans,Search,21/10/2024,GBP,5,9.12,154,35
Cherry Godfrey Group,207-885-5773,[S]PLoans_IOW,Search,21/10/2024,GBP,5,3.27,64,13
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,21/10/2024,GBP,2,2.11,"7,077",48
Cherry Godfrey Group,207-885-5773,IOM LInsurance 2022,Display,21/10/2024,GBP,2,2.09,"7,106",107
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,21/10/2024,GBP,2,1.92,"10,320",33
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,21/10/2024,GBP,2,1.85,"15,277",24
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,21/10/2024,GBP,2,0.82,"7,677",23
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,21/10/2024,GBP,2,1.93,"7,257",43
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,21/10/2024,GBP,5,4.57,"24,054",130
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,21/10/2024,GBP,16.12,15.2,453,50
Cherry Godfrey Group,207-885-5773,[D]GSY_PLoans,Display,22/10/2024,GBP,5,4.7,"31,280",87
Cherry Godfrey Group,207-885-5773,[D]IOM_PLoans,Display,22/10/2024,GBP,5,3.8,"21,122",70
Cherry Godfrey Group,207-885-5773,[D]IOW_PLoans,Display,22/10/2024,GBP,5,2.5,"15,962",50
Cherry Godfrey Group,207-885-5773,[D]JSY_PLoans,Display,22/10/2024,GBP,5,3.9,"22,834",68
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,22/10/2024,GBP,5,10.16,127,12
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,22/10/2024,GBP,5,4.63,84,5
Cherry Godfrey Group,207-885-5773,[S]GSY_PLoans,Search,22/10/2024,GBP,5,8.88,142,27
Cherry Godfrey Group,207-885-5773,[S]PLoans_IOW,Search,22/10/2024,GBP,5,3.53,28,10
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,22/10/2024,GBP,2,1.98,"7,633",29
Cherry Godfrey Group,207-885-5773,IOM LInsurance 2022,Display,22/10/2024,GBP,2,1.92,"6,036",99
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,22/10/2024,GBP,2,1.95,"10,951",32
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,22/10/2024,GBP,2,1.68,"15,031",34
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,22/10/2024,GBP,2,2.91,"18,028",43
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,22/10/2024,GBP,2,1.85,"7,019",41
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,22/10/2024,GBP,5,4.92,"25,140",92
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,22/10/2024,GBP,16.12,15.62,447,51
Cherry Godfrey Group,207-885-5773,[D]GSY_PLoans,Display,23/10/2024,GBP,5,2.7,"21,237",52
Cherry Godfrey Group,207-885-5773,[D]IOM_PLoans,Display,23/10/2024,GBP,5,4.4,"18,274",65
Cherry Godfrey Group,207-885-5773,[D]IOW_PLoans,Display,23/10/2024,GBP,5,3,"12,302",43
Cherry Godfrey Group,207-885-5773,[D]JSY_PLoans,Display,23/10/2024,GBP,5,5.3,"25,679",69
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,23/10/2024,GBP,5,9.94,115,13
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,23/10/2024,GBP,5,5.92,65,7
Cherry Godfrey Group,207-885-5773,[S]GSY_PLoans,Search,23/10/2024,GBP,5,6.6,41,12
Cherry Godfrey Group,207-885-5773,[S]PLoans_IOW,Search,23/10/2024,GBP,5,1.44,30,4
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,23/10/2024,GBP,2,1.87,"8,842",31
Cherry Godfrey Group,207-885-5773,IOM LInsurance 2022,Display,23/10/2024,GBP,2,2.05,"6,266",105
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,23/10/2024,GBP,2,1.87,"13,021",39
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,23/10/2024,GBP,2,2.03,"12,813",33
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,23/10/2024,GBP,2,2.01,"10,422",30
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,23/10/2024,GBP,2,1.83,"12,404",42
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,23/10/2024,GBP,5,4.9,"17,684",127
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,23/10/2024,GBP,16.12,16.3,520,53
Cherry Godfrey Group,207-885-5773,[D]GSY_PLoans,Display,24/10/2024,GBP,5,1.4,"21,850",50
Cherry Godfrey Group,207-885-5773,[D]IOM_PLoans,Display,24/10/2024,GBP,5,5.2,"20,551",75
Cherry Godfrey Group,207-885-5773,[D]IOW_PLoans,Display,24/10/2024,GBP,5,3.9,"14,355",44
Cherry Godfrey Group,207-885-5773,[D]JSY_PLoans,Display,24/10/2024,GBP,5,4.2,"26,587",70
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,24/10/2024,GBP,5,6.66,53,8
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,24/10/2024,GBP,5,5.41,32,6
Cherry Godfrey Group,207-885-5773,[S]GSY_PLoans,Search,24/10/2024,GBP,5,6.43,81,15
Cherry Godfrey Group,207-885-5773,[S]PLoans_IOW,Search,24/10/2024,GBP,5,1.25,12,5
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,24/10/2024,GBP,2,2.16,"8,742",38
Cherry Godfrey Group,207-885-5773,IOM LInsurance 2022,Display,24/10/2024,GBP,2,1.98,"7,174",101
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,24/10/2024,GBP,2,1.98,"11,593",37
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,24/10/2024,GBP,2,1.88,"10,723",36
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,24/10/2024,GBP,2,2.14,"13,136",39
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,24/10/2024,GBP,2,2.21,"12,558",53
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,24/10/2024,GBP,5,4.89,"20,707",128
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,24/10/2024,GBP,16.12,16.27,636,51
Cherry Godfrey Group,207-885-5773,[D]GSY_PLoans,Display,25/10/2024,GBP,5,1.7,"14,835",46
Cherry Godfrey Group,207-885-5773,[D]IOM_PLoans,Display,25/10/2024,GBP,5,5.2,"21,889",72
Cherry Godfrey Group,207-885-5773,[D]IOW_PLoans,Display,25/10/2024,GBP,5,1.6,"10,767",41
Cherry Godfrey Group,207-885-5773,[D]JSY_PLoans,Display,25/10/2024,GBP,5,4.3,"27,801",74
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,25/10/2024,GBP,5,4.63,61,7
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,25/10/2024,GBP,5,2.65,44,6
Cherry Godfrey Group,207-885-5773,[S]GSY_PLoans,Search,25/10/2024,GBP,5,5.85,54,13
Cherry Godfrey Group,207-885-5773,[S]PLoans_IOW,Search,25/10/2024,GBP,5,0.9,19,6
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,25/10/2024,GBP,2,1.9,"13,208",39
